SMILES,Sigma,NBO_CC,NBO_SC,E(HOMO),E(LUMO)
CC(C)Sc1ccc(C(=O)O)cc1,0.07,-0.171,-0.19,-0.23862,-0.07407
CN(C)Cc1ccc(C(=O)O)cc1,0.01,-0.183,-0.026,-0.22957,-0.06189
C[Ge](C)(C)c1ccc(C(=O)O)cc1,0.0,-0.178,-0.418,-0.26502,-0.06497
C[N+](C)(C)c1ccc(C(=O)O)cc1,0.82,-0.133,0.134,-0.40147,-0.19836
C[NH+](C)Cc1ccc(C(=O)O)cc1,0.43,-0.131,-0.113,-0.39223,-0.19612
CO[Si](C)(C)c1ccc(C(=O)O)cc1,-0.02,-0.174,-0.497,-0.26523,-0.0652
C[Si](C)(C)Oc1ccc(C(=O)O)cc1,-0.27,-0.201,0.343,-0.24958,-0.05551
CO[Si](C)(OC)c1ccc(C(=O)O)cc1,0.1,-0.171,-0.518,-0.2645,-0.06561
CO[Si](OC)(OC)c1ccc(C(=O)O)cc1,0.13,-0.169,-0.545,-0.26939,-0.07065
C[P+](C)(C)c1ccc(C(=O)O)cc1,0.73,-0.118,-0.422,-0.39957,-0.20658
C[Si](C)(C)c1ccc(C(=O)O)cc1,-0.07,-0.175,-0.464,-0.26655,-0.06639
C[Sn](C)(C)c1ccc(C(=O)O)cc1,0.0,-0.173,-0.487,-0.25651,-0.05672
O=C(O)c1ccc(I(OC(=O)C(F)(F)F)OC(=O)C(F)(F)F)cc1,1.34,-0.158,-0.212,-0.28805,-0.12198
O=C(O)c1ccc(C2(F)C(F)(F)C(F)(F)C2(F)F)cc1,0.53,-0.154,-0.098,-0.29436,-0.09485
O=C(O)c1ccc(C(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1,0.79,-0.137,-0.152,-0.29689,-0.12379
O=C(O)c1ccc(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,0.55,-0.156,-0.052,-0.29195,-0.08882
O=C(O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,0.52,-0.154,-0.126,-0.29796,-0.0941
O=C(O)c1ccc(S(=O)(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,1.13,-0.137,-0.309,-0.30731,-0.1142
O=C(O)c1ccc(SC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,0.58,-0.152,-0.212,-0.2853,-0.09628
O=C(O)c1ccc(C(SC(F)(F)F)(SC(F)(F)F)SC(F)(F)F)cc1,0.53,-0.154,-0.095,-0.28704,-0.09826
O=C(O)c1ccc([Se]C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,0.54,-0.154,-0.249,-0.26924,-0.09773
N#CC(C#N)(C#N)c1ccc(C(=O)O)cc1,0.96,-0.153,-0.017,-0.30788,-0.10189
O=C(O)c1ccc(C2(O)C(F)(F)C(F)(F)C2(F)F)cc1,0.37,-0.162,-0.07,-0.29078,-0.08735
N#CC(C#N)=Cc1ccc(C(=O)O)cc1,0.84,-0.14,-0.097,-0.28131,-0.1351
O=C(O)c1ccc(-c2ccc(Br)o2)cc1,0.0,-0.18,-0.079,-0.22745,-0.08099
O=C(O)c1ccc(N2C(=O)C=CC2=O)cc1,0.27,-0.176,0.166,-0.26389,-0.12251
O=C(O)c1ccc(N2C(=O)CC(Cl)C2=O)cc1,0.46,-0.169,0.157,-0.27413,-0.08308
O=C(O)c1ccc(-c2cccnn2)cc1,0.48,-0.168,-0.061,-0.24935,-0.08735
CC(C#N)(C#N)c1ccc(C(=O)O)cc1,0.57,-0.166,-0.009,-0.29398,-0.08676
O=C(O)c1ccc(-c2ccncn2)cc1,0.63,-0.164,-0.063,-0.26863,-0.09471
O=C(O)c1ccc(-c2ncccn2)cc1,0.53,-0.165,-0.078,-0.25872,-0.0867
O=C(O)c1ccc(-c2cncnc2)cc1,0.39,-0.172,-0.038,-0.26519,-0.08701
O=C(O)c1ccc(-c2ccco2)cc1,0.02,-0.182,-0.075,-0.22688,-0.07636
O=C(O)c1ccc(-c2cccs2)cc1,0.05,-0.181,-0.045,-0.23266,-0.07873
O=C(O)c1ccc(-c2ccsc2)cc1,-0.02,-0.182,-0.021,-0.23899,-0.07242
O=C(O)c1ccc(-c2ccc[se]2)cc1,0.04,-0.181,-0.053,-0.23022,-0.08278
O=C(O)c1ccc(-c2ccc[te]2)cc1,0.03,-0.182,-0.046,-0.22869,-0.07698
O=C(O)c1ccc(-n2cccc2)cc1,0.37,-0.189,0.192,-0.23075,-0.07113
O=C(O)c1ccc(N2C(=O)CCC2=O)cc1,0.31,-0.173,0.162,-0.2668,-0.07334
CC(=O)/C=C/c1ccc(C(=O)O)cc1,-0.01,-0.164,-0.074,-0.26097,-0.10467
CC(=O)N(C(C)=O)c1ccc(C(=O)O)cc1,0.33,-0.169,0.169,-0.27745,-0.07848
O=C(O)c1ccc(C2CCC2)cc1,-0.14,-0.188,-0.001,-0.25835,-0.05988
CC(C)C(=O)c1ccc(C(=O)O)cc1,0.47,-0.155,-0.127,-0.26548,-0.09534
CC(C)C(=O)Nc1ccc(C(=O)O)cc1,-0.1,-0.19,0.173,-0.25179,-0.07314
CC(C)(C)c1ccc(C(=O)O)cc1,-0.2,-0.186,0.012,-0.26157,-0.06016
CCC(C)c1ccc(C(=O)O)cc1,-0.12,-0.186,0.006,-0.26126,-0.05994
CC(C)Cc1ccc(C(=O)O)cc1,-0.12,-0.186,-0.003,-0.26116,-0.06115
CCCCc1ccc(C(=O)O)cc1,-0.16,-0.186,-0.002,-0.26091,-0.06039
CCCCOc1ccc(C(=O)O)cc1,-0.32,-0.209,0.347,-0.24125,-0.05221
CC(C)(O)Cc1ccc(C(=O)O)cc1,-0.17,-0.185,-0.011,-0.25879,-0.05856
COC(OC)(OC)c1ccc(C(=O)O)cc1,-0.04,-0.175,-0.075,-0.26741,-0.06666
CC[As](CC)c1ccc(C(=O)O)cc1,0.0,-0.182,-0.324,-0.23241,-0.06579
CC[As](=O)(CC)c1ccc(C(=O)O)cc1,0.44,-0.167,-0.39,-0.24748,-0.07816
CC[As](=S)(CC)c1ccc(C(=O)O)cc1,0.44,-0.164,-0.371,-0.21699,-0.08127
CCCCNc1ccc(C(=O)O)cc1,-0.51,-0.226,0.204,-0.21419,-0.04233
CCN(CC)c1ccc(C(=O)O)cc1,-0.72,-0.229,0.217,-0.20696,-0.04091
CCP(=O)(CC)c1ccc(C(=O)O)cc1,0.47,-0.166,-0.401,-0.26685,-0.07726
CCOP(=O)(/N=N\c1ccc(C(=O)O)cc1)OCC,0.74,-0.151,0.088,-0.25163,-0.11591
CCOP(=O)(OCC)c1ccc(C(=O)O)cc1,0.6,-0.16,-0.444,-0.27922,-0.08016
CCP(CC)c1ccc(C(=O)O)cc1,0.13,-0.174,-0.322,-0.23696,-0.0693
CCP(=S)(CC)c1ccc(C(=O)O)cc1,0.46,-0.164,-0.375,-0.22676,-0.08049
C[N+](C)(C)Cc1ccc(C(=O)O)cc1,0.44,-0.133,-0.11,-0.39008,-0.1907
C[NH+](C)CCc1ccc(C(=O)O)cc1,0.14,-0.153,-0.052,-0.37169,-0.17359
C[Si](C)(C)OCc1ccc(C(=O)O)cc1,-0.05,-0.177,-0.033,-0.26772,-0.06472
C[Si](C)(C)Cc1ccc(C(=O)O)cc1,-0.21,-0.193,0.001,-0.24832,-0.05775
CN(C)P(=O)(c1ccc(C(=O)O)cc1)N(C)C,0.4,-0.166,-0.43,-0.2448,-0.07662
CN(C)P(c1ccc(C(=O)O)cc1)N(C)C,0.25,-0.173,-0.365,-0.21047,-0.06965
N#CC(C#N)=C(C#N)c1ccc(C(=O)O)cc1,0.98,-0.137,-0.074,-0.29706,-0.15906
N#Cc1ccc(-c2ccc(C(=O)O)cc2)o1,0.1,-0.169,-0.081,-0.24709,-0.0986
O=Cc1ccc(-c2ccc(C(=O)O)cc2)o1,-0.05,-0.168,-0.082,-0.2447,-0.10152
O=C(O)c1ccc(-c2ccccn2)cc1,0.17,-0.173,-0.049,-0.2501,-0.0796
O=C(O)c1ccc(-c2cccnc2)cc1,0.25,-0.175,-0.04,-0.25128,-0.0852
O=C(O)c1ccc(-c2ccncc2)cc1,0.44,-0.17,-0.047,-0.26159,-0.09107
Cc1nc(C)nc(-c2ccc(C(=O)O)cc2)n1,0.39,-0.165,-0.085,-0.26985,-0.09442
O=C(O)c1ccc(C2=CCCC2)cc1,-0.05,-0.183,-0.033,-0.23208,-0.07163
CCOC(=O)/C=C/c1ccc(C(=O)O)cc1,0.03,-0.165,-0.074,-0.25794,-0.09907
O=C(O)c1ccc(C2CCCC2)cc1,-0.14,-0.186,0.005,-0.25836,-0.05999
CC(C)(C)C(=O)c1ccc(C(=O)O)cc1,0.32,-0.159,-0.119,-0.2622,-0.09103
CCCCOC(=O)Nc1ccc(C(=O)O)cc1,-0.05,-0.2,0.179,-0.24266,-0.06028
CCC(C)(C)c1ccc(C(=O)O)cc1,-0.18,-0.186,0.014,-0.26073,-0.05975
CC(C)(C)Cc1ccc(C(=O)O)cc1,-0.17,-0.185,-0.004,-0.26083,-0.06169
CCCCCc1ccc(C(=O)O)cc1,-0.15,-0.186,-0.002,-0.2607,-0.06033
CCCCCOc1ccc(C(=O)O)cc1,-0.34,-0.209,0.347,-0.24111,-0.0521
CCOP(=O)(Cc1ccc(C(=O)O)cc1)OCC,0.06,-0.181,-0.025,-0.26156,-0.06284
C[N+](C)(C)CCc1ccc(C(=O)O)cc1,0.13,-0.154,-0.05,-0.36982,-0.16013
C[Si](C)(C)CCc1ccc(C(=O)O)cc1,-0.17,-0.187,0.0,-0.25806,-0.05965
C[Si](C)(C)O[Si](C)(C)c1ccc(C(=O)O)cc1,-0.01,-0.175,-0.491,-0.2651,-0.06504
O=C(O)c1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,0.24,-0.17,-0.038,-0.26944,-0.07627
O=C(O)c1ccc(-c2c(F)c(F)c(F)c(F)c2F)cc1,0.27,-0.165,-0.046,-0.27224,-0.08809
O=C(O)c1ccc(P(=O)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc1,1.1,-0.141,-0.446,-0.30218,-0.10632
O=C(O)c1ccc(OP(=O)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc1,0.56,-0.176,0.313,-0.28874,-0.08426
O=C(O)c1ccc(NP(=O)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc1,0.18,-0.19,0.173,-0.26657,-0.07617
O=C(O)c1ccc(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0.3,-0.157,-0.063,-0.29269,-0.14791
O=C(O)c1ccc(-c2cccc(Br)c2)cc1,0.08,-0.176,-0.027,-0.25147,-0.07854
O=C(O)c1ccc(-c2ccc(Br)cc2)cc1,0.12,-0.178,-0.026,-0.24543,-0.0781
O=C(O)c1ccc(-c2cccc(Cl)c2)cc1,0.1,-0.176,-0.03,-0.25258,-0.07847
O=C(O)c1ccc(-c2ccc(Cl)cc2)cc1,0.12,-0.178,-0.031,-0.24687,-0.07787
O=C(O)c1ccc(-c2cccc(F)c2)cc1,0.1,-0.16,0.405,-0.27153,-0.07516
O=C(O)c1ccc(-c2ccc(F)cc2)cc1,0.06,-0.179,-0.023,-0.24712,-0.07513
O=C(O)c1ccc(Oc2ccc(F)cc2)cc1,-0.1,-0.203,0.337,-0.25094,-0.05953
O=C(O)c1ccc(-c2cccc(I)c2)cc1,0.06,-0.173,-0.025,-0.24232,-0.0703
O=C(O)c1ccc(-c2ccc(I)cc2)cc1,0.1,-0.173,-0.024,-0.23653,-0.07014
O=C(O)c1ccc(-c2cccc([N+](=O)[O-])c2)cc1,0.2,-0.172,-0.037,-0.2662,-0.11191
O=C(O)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,0.26,-0.17,-0.041,-0.26945,-0.11508
O=C(O)c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,0.24,-0.161,-0.204,-0.25117,-0.10565
O=C(O)c1ccc(S(=O)c2ccc([N+](=O)[O-])cc2)cc1,0.6,-0.163,-0.238,-0.26681,-0.11947
O=C(O)c1ccc(-n2nc3ccccc3n2)cc1,0.51,-0.175,0.155,-0.24713,-0.09527
O=C(O)c1ccc(-c2ccccc2)cc1,-0.01,-0.18,-0.022,-0.24541,0.07224
O=C(O)c1ccc(/[N+]([O-])=N\S(=O)(=O)c2ccccc2)cc1,0.79,-0.148,0.107,-0.28172,-0.12621
O=C(O)c1ccc(N=Nc2ccccc2)cc1,0.39,-0.164,0.109,-0.24728,-0.10915
O=C(O)c1ccc(Oc2ccccc2)cc1,-0.03,-0.204,0.337,-0.2447,-0.0571
O=C(O)c1ccc(S(=O)c2ccccc2)cc1,0.44,-0.17,-0.231,-0.24854,-0.07887
CC(=O)c1ccc(-c2ccc(C(=O)O)cc2)o1,0.08,-0.172,-0.079,-0.23931,-0.09459
CC1=CC=CC(c2ccc(C(=O)O)cc2)O1,0.43,-0.174,-0.046,-0.21504,-0.07164
O=C(O)c1ccc(S(=O)(=O)c2ccccc2)cc1,0.68,-0.156,-0.285,-0.28083,-0.09225
O=C(O)c1ccc(OS(=O)(=O)c2ccccc2)cc1,0.33,-0.179,0.29,-0.274,-0.07812
O=C(O)c1ccc(Sc2ccccc2)cc1,0.07,-0.195,-0.167,-0.23143,-0.0612
O=C(O)c1ccc(Nc2ccccc2)cc1,-0.56,-0.214,0.193,-0.21311,-0.05617
O=C(O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,0.01,-0.191,0.156,-0.25394,-0.07355
O=C(O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,0.65,-0.155,-0.295,-0.25916,-0.09141
CCc1ccc(-c2ccc(C(=O)O)cc2)o1,-0.13,-0.186,-0.064,-0.21776,-0.07303
Cc1ccc(C)n1-c1ccc(C(=O)O)cc1,0.38,-0.178,0.181,-0.20374,-0.07331
O=C(O)c1ccc(C2=CCCCC2)cc1,-0.08,-0.184,-0.025,-0.23371,-0.06802
O=C(O)c1ccc(C2CCCCC2)cc1,-0.15,-0.187,0.009,-0.25869,-0.0595
CCCN(CCC)c1ccc(C(=O)O)cc1,-0.93,-0.228,0.217,-0.20705,-0.04178
CN(C)CCCCc1ccc(C(=O)O)cc1,-0.16,-0.186,-0.002,-0.22136,-0.06101
CC(C)P(=O)(c1ccc(C(=O)O)cc1)C(C)C,0.41,-0.167,-0.403,-0.26185,-0.07698
CC(C)P(c1ccc(C(=O)O)cc1)C(C)C,0.06,-0.174,-0.321,-0.23461,-0.07054
CCCOP(=O)(OCCC)c1ccc(C(=O)O)cc1,0.5,-0.168,-0.444,-0.27849,-0.07955
CC[Ge](CC)(CC)c1ccc(C(=O)O)cc1,0.0,-0.179,-0.425,-0.26006,-0.06478
C[N+](C)(C)CCCc1ccc(C(=O)O)cc1,-0.01,-0.163,-0.038,-0.35293,-0.15193
CCO[Si](OCC)(OCC)c1ccc(C(=O)O)cc1,0.08,-0.17,-0.548,-0.26806,-0.06948
CC[P+](CC)(CC)c1ccc(C(=O)O)cc1,0.98,-0.123,-0.416,-0.39576,-0.20029
CC[Sn](CC)(CC)c1ccc(C(=O)O)cc1,0.0,-0.173,-0.493,-0.24897,-0.0564
O=C(O)c1ccc(P(=NS(=O)(=O)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc1,1.37,-0.132,-0.442,-0.30158,-0.11814
CN(C)[Si](c1ccc(C(=O)O)cc1)(N(C)C)N(C)C,-0.04,-0.174,-0.514,-0.21847,-0.06585
O=C(O)c1ccc(-c2nc3ccccc3o2)cc1,0.33,-0.164,-0.114,-0.2415,-0.09135
O=C(O)c1ccc(-c2nc3ccccc3s2)cc1,0.29,-0.181,-0.082,-0.24193,-0.09303
O=C(O)c1ccc(C(=O)c2ccccc2)cc1,0.43,-0.159,-0.116,-0.26466,-0.09552
O=C(O)c1ccc(OC(=O)c2ccccc2)cc1,0.13,-0.194,0.322,-0.26085,-0.08135
O=C(O)c1ccc(C(=O)Oc2ccccc2)cc1,0.44,-0.153,-0.145,-0.2583,-0.09364
O=C(O)c1ccc(/N=C/c2ccccc2)cc1,-0.55,-0.188,0.149,-0.24084,-0.08589
O=C(O)c1ccc(/C=N/c2ccccc2)cc1,0.42,-0.164,-0.093,-0.23665,-0.09388
O=C(O)c1ccc(NC(=O)c2ccccc2)cc1,-0.19,-0.192,0.169,-0.24908,-0.0756
O=C(O)c1ccc(C(=O)Nc2ccccc2)cc1,0.41,-0.163,-0.118,-0.23671,-0.08799
Cc1ccc(-c2ccc(C(=O)O)cc2)cc1,-0.03,-0.182,-0.025,-0.23782,-0.06992
O=C(O)c1ccc(Cc2ccccc2)cc1,-0.09,-0.184,-0.004,-0.25216,-0.06252
Cc1ccc(O)c(/N=N/c2ccc(C(=O)O)cc2)c1,0.31,-0.168,0.113,-0.23111,-0.10377
COc1ccc(-c2ccc(C(=O)O)cc2)cc1,-0.08,-0.184,-0.027,-0.22544,-0.06751
O=C(O)c1ccc(C(O)c2ccccc2)cc1,-0.03,-0.183,-0.025,-0.25707,-0.06182
O=C(O)c1ccc(COc2ccccc2)cc1,0.07,-0.182,-0.039,-0.23588,-0.06485
O=C(O)c1ccc(CS(=O)(=O)c2ccccc2)cc1,0.16,-0.171,-0.058,-0.27248,-0.07852
CCC(CC)(CC)c1ccc(C(=O)O)cc1,-0.2,-0.186,0.017,-0.26001,-0.06015
CCCCCCCc1ccc(C(=O)O)cc1,-0.16,-0.186,-0.001,-0.26046,-0.06025
C[Si](C)(C)O[Si](C)(O[Si](C)(C)C)c1ccc(C(=O)O)cc1,-0.01,-0.174,-0.517,-0.26488,-0.06512
O=C(O)c1ccc(C(F)(F)C(F)(F)c2ccc(F)cc2)cc1,0.39,-0.161,-0.116,-0.2786,-0.08576
O=C(O)c1ccc(C#Cc2ccccc2)cc1,0.16,-0.175,-0.109,-0.23126,-0.08465
O=C(O)c1ccc(/C=N/C(=O)c2ccccc2)cc1,0.51,-0.152,-0.106,-0.26546,-0.11018
O=C(O)c1ccc(/C=C/c2ccccc2)cc1,-0.07,-0.18,-0.054,-0.22431,-0.08568
O=C(O)c1ccc(/C=N/NC(=O)c2ccccc2)cc1,0.51,-0.169,-0.097,-0.24212,-0.09447
COc1ccc(/C=N/c2ccc(C(=O)O)cc2)cc1,-0.54,-0.191,0.153,-0.22813,-0.07902
COc1ccc(C(=O)Nc2ccc(C(=O)O)cc2)cc1,-0.06,-0.195,0.171,-0.24078,-0.07158
Cc1ccc(S(=O)(=O)/N=C/Sc2ccc(C(=O)O)cc2)cc1,0.7,-0.166,-0.202,-0.26698,-0.09109
CCc1ccc(-c2ccc(C(=O)O)cc2)cc1,-0.02,-0.182,-0.008,-0.2379,-0.07005
O=C(O)c1ccc(CCc2ccccc2)cc1,-0.12,-0.185,-0.006,-0.25126,-0.06299
C/C(=N\c1ccc(C(=O)O)cc1)Nc1ccccc1,0.08,-0.203,0.167,-0.22109,-0.0567
C[Si](C)(c1ccccc1)c1ccc(C(=O)O)cc1,0.07,-0.175,-0.471,-0.25794,-0.06699
Cc1ccc(S(=O)(=O)/N=S(\C)c2ccc(C(=O)O)cc2)cc1,0.7,-0.161,-0.214,-0.24481,-0.093
Cc1cc(C)[n+](-c2ccc(C(=O)O)cc2)c(C)c1,0.58,-0.139,0.116,-0.39344,-0.21879
CC(C)(C)P(=O)(c1ccc(C(=O)O)cc1)C(C)(C)C,0.41,-0.166,-0.4,-0.25704,-0.07636
CCCCP(=O)(CCCC)c1ccc(C(=O)O)cc1,0.49,-0.166,-0.411,-0.26306,-0.07808
CCCCOP(=O)(OCCCC)c1ccc(C(=O)O)cc1,0.57,-0.161,-0.44,-0.27743,-0.07867
CC(C)(C)P(c1ccc(C(=O)O)cc1)C(C)(C)C,0.15,-0.166,-0.4,-0.25704,-0.07636
O=C(O)c1ccc(/C=C/C(=O)c2ccc([N+](=O)[O-])cc2)cc1,0.05,-0.16,-0.081,-0.26957,-0.12505
O=C(O)c1ccc(/C=C/C(=O)c2ccccc2)cc1,0.05,-0.165,-0.073,-0.25663,-0.10365
CC(C)c1ccc(-c2ccc(C(=O)O)cc2)cc1,0.01,-0.182,-0.023,-0.23778,-0.06987
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)c1ccc(C(=O)O)cc1,-0.01,-0.174,-0.523,-0.26515,-0.06573
CC(C)(C)c1ccc(-c2ccc(C(=O)O)cc2)cc1,0.01,-0.182,-0.025,-0.23751,-0.06972
O=C(O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,-0.13,-0.187,0.0,-0.25802,-0.05973
O=C(O)c1ccc([As](c2ccccc2)c2ccccc2)cc1,0.09,-0.176,-0.326,-0.23559,-0.06944
O=C(O)c1ccc([As](=O)(c2ccccc2)c2ccccc2)cc1,0.64,-0.166,-0.382,-0.25356,-0.07823
O=C(O)c1ccc(N(c2ccccc2)c2ccccc2)cc1,-0.22,-0.205,0.193,-0.20507,-0.0594
O=C(O)c1ccc(P(=O)(c2ccccc2)c2ccccc2)cc1,0.53,-0.164,-0.4,-0.26805,-0.07833
O=C(O)c1ccc(P(c2ccccc2)c2ccccc2)cc1,0.19,-0.177,-0.329,-0.22883,-0.06939
O=C(O)c1ccc(P(=S)(c2ccccc2)c2ccccc2)cc1,0.47,-0.163,-0.372,-0.22734,-0.08044
CCCN(CCC)P(c1ccc(C(=O)O)cc1)c1cccc(F)c1,0.24,-0.171,-0.341,-0.20575,-0.07397
O=C(O)c1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1,0.38,-0.163,-0.084,-0.23748,-0.09816
O=C(O)c1ccc(-c2cc(=O)c3c(ccc4ccccc43)o2)cc1,0.38,-0.164,-0.075,-0.23795,-0.09757
O=C(O)c1ccc(-c2nc3ccccc3n2-c2ccccc2)cc1,0.21,-0.172,-0.059,-0.22907,-0.07933
O=C(O)c1ccc(C(c2ccccc2)c2ccccc2)cc1,-0.05,-0.183,-0.005,-0.24655,-0.06344
CN1c2ccccc2[As](c2ccc(C(=O)O)cc2)c2ccccc21,0.07,-0.175,-0.315,-0.20763,-0.06758
Cc1ccc(P(=O)(c2ccccc2)c2ccc(C(=O)O)cc2)cc1,0.3,-0.165,-0.399,-0.25947,-0.07699
O=C(O)c1ccc(CP(=O)(c2ccccc2)c2ccccc2)cc1,0.01,-0.181,-0.025,-0.25724,-0.06264
Cc1ccc(P(=S)(c2ccccc2)c2ccc(C(=O)O)cc2)cc1,0.3,-0.164,-0.372,-0.22494,-0.07931
C[P+](c1ccccc1)(c1ccccc1)c1ccc(C(=O)O)cc1,1.18,-0.126,-0.417,-0.38411,-0.19648
C[Si](c1ccccc1)(c1ccccc1)c1ccc(C(=O)O)cc1,0.13,-0.173,-0.478,-0.25731,-0.06785
O=C(O)c1ccc(C(=O)OC(c2ccccc2)c2ccccc2)cc1,0.56,-0.157,-0.145,-0.25216,-0.08783
Cc1ccc(P(=O)(c2ccc(C)cc2)c2ccc(C(=O)O)cc2)cc1,0.3,-0.166,-0.399,-0.25718,-0.07555
Cc1ccc(P(=S)(c2ccc(C)cc2)c2ccc(C(=O)O)cc2)cc1,0.23,-0.165,-0.37,-0.22267,-0.07784
Cc1ccc([P+](C)(c2ccccc2)c2ccc(C(=O)O)cc2)cc1,1.11,-0.126,-0.414,-0.38008,-0.19101
Cc1ccc([P+](C)(c2ccc(C)cc2)c2ccc(C(=O)O)cc2)cc1,1.18,-0.128,-0.413,-0.37586,-0.18863
O=C(O)c1ccc([Ge](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.08,-0.175,-0.42,-0.25671,-0.06714
Cc1cc(-c2ccccc2)cc(-c2ccccc2)[n+]1-c1ccc(C(=O)O)cc1,0.7,-0.142,0.144,-0.36669,-0.21604
O=C(O)c1ccc(N=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,-0.77,-0.225,0.19,-0.19824,-0.05891
O=C(O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.1,-0.172,-0.479,-0.25699,-0.06881
O=C(O)c1ccc([Sn](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.27,-0.174,-0.5,-0.25324,-0.06169
O=C(O)c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.02,-0.181,0.008,-0.24405,-0.06416
O=C(O)c1ccc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1,0.33,-0.144,0.134,-0.36295,-0.21381
